time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010537349642	195.949	37.3332	2.47315	0.0869449	0.0903264	lidar	3.26777	195.991	37.3991	195.762	37.3598	1.92349	-0.072386
1477010537349642	195.949	37.3332	2.47315	0.0869449	0.0903264	radar	6.94911e-308	195.507	37.4891	195.762	37.3598	1.92349	-0.072386
1477010538349642	197.746	37.7231	1.84215	0.247244	0.132785	lidar	0.586025	197.725	37.7285	197.683	37.2395	1.81869	-0.159495
1477010538349642	197.746	37.7231	1.84215	0.247244	0.132785	radar	6.94911e-308	197.582	37.303	197.683	37.2395	1.81869	-0.159495
1477010539349642	199.284	37.3711	1.33408	-0.121427	-0.167609	lidar	3.6566	199.294	37.2862	199.497	37.0353	1.71212	-0.235529
1477010539349642	199.284	37.3711	1.33408	-0.121427	-0.167609	radar	6.94911e-308	199.356	37.3527	199.497	37.0353	1.71212	-0.235529
1477010540349642	201.512	36.9919	2.41928	-0.235339	-0.132749	lidar	1.6216	201.549	36.9973	201.203	36.7587	1.6057	-0.300201
1477010540349642	201.512	36.9919	2.41928	-0.235339	-0.132749	radar	6.94911e-308	200.932	37.4694	201.203	36.7587	1.6057	-0.300201
1477010541349642	202.989	36.4508	1.57497	-0.408368	-0.151541	lidar	0.961201	202.962	36.4568	202.801	36.4212	1.50137	-0.353671
1477010541349642	202.989	36.4508	1.57497	-0.408368	-0.151541	radar	6.94911e-308	202.65	37.2445	202.801	36.4212	1.50137	-0.353671
1477010542349642	203.994	36.1636	0.996124	-0.414701	-0.0655008	lidar	0.731581	203.991	36.1967	204.294	36.0343	1.40095	-0.396497
1477010542349642	203.994	36.1636	0.996124	-0.414701	-0.0655008	radar	6.94911e-308	203.809	36.2941	204.294	36.0343	1.40095	-0.396497
